,TS代码,股东名称,持股比例
99,002251.SZ,步步高投资集团股份有限公司,34.99
87,002251.SZ,钟永利,7.09
54,002251.SZ,张海霞,6.01
56,002251.SZ,林芝腾讯科技有限公司,6.0
86,002251.SZ,江苏京东邦能投资管理有限公司,5.0
99,002252.SZ,科瑞天诚投资控股有限公司,31.81
85,002252.SZ,RAAS CHINA LIMITED,27.43
95,002252.SZ,RAASCHINALIMITED,27.43
24,002252.SZ,Grifols S.A.,26.2
48,002252.SZ,"Grifols, S.A.",26.2
69,002253.SZ,游志胜,9.13
91,002253.SZ,四川智胜视科航空航天技术有限公司,6.99
28,002253.SZ,四川大学,6.97
57,002253.SZ,成都西南民航空管实业有限公司,3.37
54,002253.SZ,成都西南民航巨龙实业有限公司,1.96
89,002254.SZ,烟台泰和新材集团有限公司,35.5
5,002254.SZ,烟台国丰投资控股集团有限公司,18.69
15,002254.SZ,烟台裕泰投资股份有限公司,18.39
42,002254.SZ,侯仁峰,2.94
16,002254.SZ,柴长茂,2.56
0,002255.SZ,徐元生,11.42
85,002255.SZ,吴卫文,6.33
76,002255.SZ,陆霜杰,5.89
30,002255.SZ,聚宝行控股集团有限公司,5.25
80,002255.SZ,钱仁清,5.15
44,002256.SZ,陈永弟,26.26
97,002256.SZ,深圳市彩虹创业投资集团有限公司,13.79
54,002256.SZ,深圳市汇通正源股权投资基金合伙企业(有限合伙),6.45
77,002256.SZ,深圳宝信金融服务有限公司,5.0
27,002256.SZ,中融国际信托有限公司,4.66
53,002258.SZ,四川久远投资控股集团有限公司,27.36
96,002258.SZ,中通投资有限公司,15.14
52,002258.SZ,中国工程物理研究院化工材料研究所,9.18
9,002258.SZ,全国社保基金一一三组合,4.05
24,002258.SZ,香港中央结算有限公司(陆股通),3.99
31,002259.SZ,华宝信托有限责任公司-华宝宝升宏达集合资金信托计划,28.33
96,002259.SZ,四川升达林产工业集团有限公司,25.34
77,002259.SZ,江昌政,3.81
94,002259.SZ,诺安资产-工商银行-诺安资管舜耕天禾2号资产管理计划,2.9
95,002259.SZ,上海质勋投资管理中心(有限合伙),2.69
99,002261.SZ,李新宇,18.15
92,002261.SZ,宋鹰,12.91
45,002261.SZ,深圳市海云天投资控股有限公司,5.21
83,002261.SZ,深圳市海云天投资控股限公司,5.21
89,002261.SZ,拓维信息系统股份有限公司-第一期员工持股计划,1.94
30,002262.SZ,徐州恩华投资有限公司,34.75
55,002262.SZ,孙彭生,4.81
46,002262.SZ,付卿,3.92
40,002262.SZ,陈增良,3.92
58,002262.SZ,杨自亮,3.68
16,002263.SZ,诸暨市水务集团有限公司,27.91
93,002263.SZ,浙江大东南集团有限公司,27.91
41,002263.SZ,何天明,1.06
0,002263.SZ,李福桥,0.99
64,002263.SZ,海南利多利经贸有限公司,0.68
11,002264.SZ,新华都实业集团股份有限公司,28.49
50,002264.SZ,陈发树,8.59
31,002264.SZ,福建新华都投资有限责任公司,6.18
29,002264.SZ,杭州瀚云新领股权投资基金合伙企业(有限合伙),5.0
34,002264.SZ,阿里巴巴(成都)软件技术有限公司,5.0
99,002265.SZ,南方工业资产管理有限责任公司,40.89
21,002265.SZ,中国兵器装备集团有限公司,15.93
86,002265.SZ,江苏省农垦集团有限公司,3.45
4,002265.SZ,玲珑集团有限公司,1.52
46,002265.SZ,贵州长征天成控股股份有限公司,1.45
46,002266.SZ,桐庐源桐实业有限公司,25.62
56,002266.SZ,孙毅,21.43
5,002266.SZ,叶标,17.57
42,002266.SZ,平潭沣石恒达投资管理合伙企业(有限合伙),11.87
0,002266.SZ,浙江申联投资管理有限公司,3.91
70,002267.SZ,陕西燃气集团有限公司,55.36
3,002267.SZ,澳门华山创业国际经济技术合作与贸易有限公司,5.53
96,002267.SZ,陕西华山创业有限公司,2.69
64,002267.SZ,中央汇金资产管理有限责任公司,1.45
92,002267.SZ,渤海国际信托股份有限公司-渤海富盈36号单一资金信托,1.28
99,002268.SZ,中国电子科技网络信息安全有限公司,37.79
51,002268.SZ,香港中央结算有限公司(陆股通),6.48
86,002268.SZ,建信基金-工商银行-中航信托-中航信托·天启(2016)293号建信基金定增投资集合资金信托计划,4.53
66,002268.SZ,中电科投资控股有限公司,2.59
82,002268.SZ,四川发展投资有限公司,2.32
64,002269.SZ,上海华服投资有限公司,50.65
17,002269.SZ,胡佳佳,8.96
16,002269.SZ,中央汇金资产管理有限责任公司,4.85
86,002269.SZ,华宝信托有限责任公司-聚鑫8号证券投资信托计划,2.32
62,002269.SZ,博时基金-农业银行-博时中证金融资产管理计划,1.45
0,002270.SZ,上海华明电力设备集团有限公司,33.34
94,002270.SZ,深圳安信乾能股权投资基金合伙企业(有限合伙),8.04
90,002270.SZ,广州汇垠华合投资企业(有限合伙),4.5
54,002270.SZ,刘毅,3.57
6,002270.SZ,郭伯春,3.57
88,002271.SZ,李卫国,29.68
25,002271.SZ,香港中央结算有限公司(陆股通),12.17
79,002271.SZ,许利民,6.02
96,002271.SZ,中信证券-中信银行-中信证券卓越成长股票集合资产管理计划,2.55
59,002271.SZ,招商银行股份有限公司-睿远成长价值混合型证券投资基金,2.51
7,002272.SZ,罗丽华,18.0
66,002272.SZ,钟利钢,6.63
64,002272.SZ,罗永忠,6.08
33,002272.SZ,云南国际信托有限公司-川润股份第一期员工持股计划集合资金信托计划,3.02
76,002272.SZ,何雪萍,2.06
94,002273.SZ,星星集团有限公司,11.06
78,002273.SZ,台州农银凤凰金桂投资合伙企业(有限合伙),8.46
35,002273.SZ,杭州深改哲新企业管理合伙企业(有限合伙),7.2149
76,002273.SZ,全国社保基金一一零组合,4.88
34,002273.SZ,中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金,3.58
90,002274.SZ,苏州华纳投资股份有限公司,31.8
91,002274.SZ,江苏华昌(集团)有限公司,11.99
94,002274.SZ,西藏瑞华资本管理有限公司,7.69
97,002274.SZ,深圳市前海银叶创富投资企业(有限合伙),2.61
82,002274.SZ,江苏瑞华投资管理有限公司-瑞华精选1号私募证券投资基金,2.15
60,002275.SZ,桂林三金集团股份有限公司,61.79
50,002275.SZ,邹节明,9.05
15,002275.SZ,桂林三金药业股份有限公司回购专用证券账户,2.53
77,002275.SZ,中央汇金资产管理有限责任公司,1.35
78,002275.SZ,谢元钢,1.29
45,002276.SZ,浙江万马智能科技集团有限公司,25.45
6,002276.SZ,青岛西海岸新区海洋控股集团有限公司,25.01
60,002276.SZ,张德生,6.14
61,002276.SZ,陆珍玉,5.92
67,002276.SZ,香港中央结算有限公司(陆股通),1.82
57,002277.SZ,湖南友谊阿波罗控股股份有限公司,32.02
36,002277.SZ,贺立平,2.48
7,002277.SZ,李斌,2.41
47,002277.SZ,湖南友谊阿波罗商业股份有限公司-第一期员工持股计划,2.27
37,002277.SZ,中央汇金资产管理有限责任公司,2.26
0,002278.SZ,上海业祥投资管理有限公司,13.07
3,002278.SZ,李清江,11.54
1,002278.SZ,李芳英,7.29
88,002278.SZ,四川映业文化发展有限公司,6.93
45,002278.SZ,王祥伟,6.2
89,002279.SZ,北京久其科技投资有限公司,23.13
56,002279.SZ,赵福君,11.0039
99,002279.SZ,董泰湘,10.07
59,002279.SZ,北京久其科技投资有限公司-19科投EB换股,9.4519
88,002279.SZ,海通证券资管-工商银行-海通投融宝1号集合资产管理计划,4.99
0,002280.SZ,何志涛,23.53
83,002280.SZ,E.T.XUN(Hong Kong) Holding Limited,9.88
93,002280.SZ,深圳中植产投并购投资合伙企业(有限合伙),5.73
89,002280.SZ,徐智勇,3.26
91,002280.SZ,高雁峰,2.91
89,002281.SZ,烽火科技集团有限公司,44.2
99,002281.SZ,江苏中天科技投资管理有限公司,4.49
49,002281.SZ,中天金投有限公司,3.84
5,002281.SZ,香港中央结算有限公司(陆股通),3.5
24,002281.SZ,中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金,2.16
99,002282.SZ,陈怀荣,11.72
88,002282.SZ,吕桂芹,11.04
7,002282.SZ,汶上县海纬进出口有限公司,9.26
3,002282.SZ,厦门创势仁和资本管理有限公司-铁投(济南)股权投资基金合伙企业(有限合伙),9.22
49,002282.SZ,程辉,8.81
92,002283.SZ,天润联合集团有限公司,15.52
32,002283.SZ,邢运波,12.02
34,002283.SZ,刘昕,2.98
78,002283.SZ,孙海涛,2.15
22,002283.SZ,天润工业技术股份有限公司回购专用证券账户,1.45
1,002284.SZ,亚太机电集团有限公司,39.25
16,002284.SZ,黄来兴,7.14
63,002284.SZ,黄伟中,1.25
4,002284.SZ,宁波梅山保税港区智石资产管理有限公司-智石私募证券投资基金,0.88
9,002284.SZ,施纪法,0.7
35,002285.SZ,世联地产顾问(中国)有限公司,39.51
1,002285.SZ,珠海大横琴集团有限公司,15.9
87,002285.SZ,北京华居天下网络技术有限公司,9.96
99,002285.SZ,深圳众志联高投资管理合伙企业(有限合伙),4.51
97,002285.SZ,乌鲁木齐卓群创展股权投资合伙企业(有限合伙),4.46
99,002286.SZ,刘宗利,15.05
80,002286.SZ,宁波趵朴富通资产管理中心(有限合伙),14.18
54,002286.SZ,北京永裕投资管理有限公司,12.8
2,002286.SZ,高艳明,6.75
35,002286.SZ,优创投资有限公司,6.36
99,002287.SZ,甘肃奇正实业集团有限公司,69.16
93,002287.SZ,西藏宇妥文化发展有限公司,20.68
39,002287.SZ,上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金,2.6
40,002287.SZ,中央汇金资产管理有限责任公司,0.74
65,002287.SZ,谭振华,0.31
50,002288.SZ,梁健锋,18.43
72,002288.SZ,常州京控泰丰投资中心(有限合伙),14.03
89,002288.SZ,梁俊丰,7.38
22,002288.SZ,北京中田科技有限公司,2.63
28,002288.SZ,首都产业控股有限公司,2.04
17,002289.SZ,中植融云(北京)企业管理有限公司,20.42
74,002289.SZ,中植产业投资有限公司,8.77
32,002289.SZ,林萌,7.39
21,002289.SZ,林荫,7.39
79,002289.SZ,张家港保税区丰瑞嘉华企业管理有限公司,5.12
29,002290.SZ,深圳市中科创资产管理有限公司,32.0
39,002290.SZ,赵东明,21.75
22,002290.SZ,安东海,3.86
49,002290.SZ,蒋学元,3.09
6,002290.SZ,许华,2.63
97,002291.SZ,深圳市星期六投资控股有限公司,17.7
80,002291.SZ,LYONE GROUP PTE. LTD.,14.08
79,002291.SZ,谢如栋,13.17
18,002291.SZ,云南兆隆企业管理有限公司,12.21
92,002291.SZ,方剑,5.48
51,002292.SZ,蔡东青,42.72
99,002292.SZ,蔡晓东,10.66
45,002292.SZ,中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金,3.66
47,002292.SZ,中国农业银行股份有限公司-华安智能生活混合型证券投资基金,3.16
93,002292.SZ,李丽卿,2.66
1,002293.SZ,伟佳国际企业有限公司,16.613
0,002293.SZ,余江县罗莱投资控股有限公司,11.3926
98,002293.SZ,薛骏腾,11.16
3,002293.SZ,CA Fabric Investments,10.0264
96,002293.SZ,石河子众邦股权投资管理合伙企业(有限合伙),6.63
57,002294.SZ,信立泰药业有限公司,65.73
3,002294.SZ,中信里昂资产管理有限公司-客户资金,5.0
91,002294.SZ,全国社保基金一一三组合,3.13
96,002294.SZ,深圳市润复投资发展有限公司,2.34
65,002294.SZ,深圳信立泰药业股份有限公司-第一期员工持股计划,2.0
53,002295.SZ,南通三建控股有限公司,30.0
74,002295.SZ,周艳贞,15.46
72,002295.SZ,北京宏远创佳控股有限公司,14.6838
76,002295.SZ,冯境铭,14.38
21,002295.SZ,张营,4.52
88,002296.SZ,李海鹰,10.75
71,002296.SZ,谢春生,5.89
7,002296.SZ,李力,4.27
96,002296.SZ,胡江平,2.63
46,002296.SZ,张金梅,2.51
81,002297.SZ,中南大学粉末冶金工程研究中心有限公司,15.38
84,002297.SZ,湖南大博云投资合伙企业(有限合伙),11.22
36,002297.SZ,湖南湘投高科技创业投资有限公司,9.5
16,002297.SZ,广东温氏投资有限公司,5.482
17,002297.SZ,上海淞银财富投资合伙企业(有限合伙),5.472
84,002298.SZ,瞿洪桂,18.42
85,002298.SZ,束龙胜,12.5
69,002298.SZ,芜湖市鑫诚科技投资有限公司,5.31
6,002298.SZ,北京鑫诚鸿达网络科技合伙企业(有限合伙),5.31
10,002298.SZ,芜湖市鑫诚网络科技有限公司,5.31
99,002299.SZ,福建圣农控股集团有限公司,45.71
82,002299.SZ,KKR Poultry Investment S.à r.l.,16.14
44,002299.SZ,香港中央结算有限公司(陆股通),5.12
16,002299.SZ,傅长玉,2.67
2,002299.SZ,中国建设银行股份有限公司-银华同力精选混合型证券投资基金,2.09
16,002300.SZ,福州太顺实业有限公司,22.31
50,002300.SZ,福建亿力集团有限公司,19.3
63,002300.SZ,厦门象屿集团有限公司,17.36
79,002300.SZ,南平实业集团有限公司,3.35
12,002300.SZ,兴证证券资管-厦门象屿集团有限公司-兴证资管阿尔法科睿68号单一资产管理计划,1.66
96,002301.SZ,深圳市齐心控股有限公司,43.14
91,002301.SZ,陈钦武,5.61
84,002301.SZ,万向信托有限公司-万向信托-星辰38号事务管理类单一资金信托,4.81
7,002301.SZ,全国社保基金六零四组合,3.75
90,002301.SZ,全国社保基金一零四组合,3.72
50,002302.SZ,中建新疆建工(集团)有限公司,31.43
67,002302.SZ,中国建筑股份有限公司,12.29
34,002302.SZ,中国建筑第三工程局有限公司,12.29
11,002302.SZ,中国建筑第五工程局有限公司,3.08
97,002302.SZ,国华人寿保险股份有限公司-传统二号,2.07
75,002303.SZ,王海鹏,43.4
74,002303.SZ,王治军,10.73
85,002303.SZ,红塔红土基金-浙商银行-渤海国际信托-美盈森平层投资单一资金信托,5.06
73,002303.SZ,鞠成立,1.57
89,002303.SZ,中国国际金融股份有限公司,1.51
67,002304.SZ,江苏洋河集团有限公司,34.16
43,002304.SZ,江苏蓝色同盟股份有限公司,21.44
64,002304.SZ,上海海烟物流发展有限公司,9.67
54,002304.SZ,香港中央结算有限公司(陆股通),8.25
73,002304.SZ,上海捷强烟草糖酒(集团)有限公司,4.08
0,002305.SZ,中国电建地产集团有限公司,22.43
39,002305.SZ,武汉新天地投资有限公司,18.06
96,002305.SZ,许晓明,9.46
1,002305.SZ,尹光华,7.0736
97,002305.SZ,中国银河证券股份有限公司,3.88
53,002306.SZ,上海臻禧企业管理咨询合伙企业(有限合伙),23.11
98,002306.SZ,孟凯,22.7
3,002306.SZ,龚兆玮,1.56
10,002306.SZ,李增梅,1.35
47,002306.SZ,王莲枝,1.28
0,002307.SZ,新疆生产建设兵团建设工程(集团)有限责任公司,54.97
90,002307.SZ,中央汇金资产管理有限责任公司,1.23
80,002307.SZ,黄春桦,0.73
39,002307.SZ,左军,0.73
75,002307.SZ,杨德丽,0.5
90,002308.SZ,VTRON INVESTMENT LIMITED,33.2
10,002308.SZ,台州市中数威科股权投资合伙企业(有限合伙),24.22
13,002308.SZ,北京国信中数投资管理有限公司,24.22
54,002308.SZ,科学城(广州)投资集团有限公司,10.04
91,002308.SZ,上海和君投资咨询有限公司,3.97
30,002309.SZ,王柏兴,25.64
44,002309.SZ,江苏新扬子造船有限公司,9.02
62,002309.SZ,江苏中利能源控股有限公司,5.61
41,002309.SZ,江苏中利控股集团有限公司,5.61
0,002309.SZ,苏州沙家浜旅游发展有限公司,5.61
99,002310.SZ,何巧女,33.39
63,002310.SZ,唐凯,5.74
72,002310.SZ,北京朝投发投资管理有限公司-北京市盈润汇民基金管理中心(有限合伙),5.0
10,002310.SZ,北京朝汇鑫企业管理有限公司,5.0
58,002310.SZ,中海信托股份有限公司-中海信托-安盈19号东方园林员工持股计划集合资金信托,3.16
27,002311.SZ,广州市海灏投资有限公司,57.63
50,002311.SZ,香港中央结算有限公司(陆股通),4.55
85,002311.SZ,全国社保基金四零六组合,2.13
88,002311.SZ,挪威中央银行-自有资金,2.0
97,002311.SZ,招商银行股份有限公司-东方红睿丰灵活配置混合型证券投资基金(LOF),1.5
99,002312.SZ,补建,25.54
18,002312.SZ,李家权,13.86
6,002312.SZ,程春,1.92
89,002312.SZ,湘财证券股份有限公司,1.62
12,002312.SZ,蒋国祥,1.23
0,002313.SZ,珠海润达泰投资合伙企业(有限合伙),26.24
13,002313.SZ,珠海九洲控股集团有限公司,16.67
66,002313.SZ,上海锡玉翔投资有限公司-上海润良泰物联网科技合伙企业(有限合伙),6.8
48,002313.SZ,北信瑞丰基金-浦发银行-华润深国投信托-华润信托·日海通讯员工持股计划集合资金信托计划,6.18
25,002313.SZ,北信瑞丰基金-浦发银行-华润深国投信托-华润信托日海通讯员工持股计划集合资金信托计划,5.15
0,002314.SZ,中国南山开发(集团)股份有限公司,52.58
62,002314.SZ,赤晓企业有限公司,10.45
38,002314.SZ,上海南山房地产开发有限公司,7.4
52,002314.SZ,China Logistics Holding(12) PTE.LTD.,6.1
5,002314.SZ,China Logistics Holding PTE.LTD.,6.1
94,002315.SZ,沈锦华,54.18
84,002315.SZ,姚瑞波,4.09
9,002315.SZ,中国工商银行股份有限公司-交银施罗德趋势优先混合型证券投资基金,3.57
74,002315.SZ,中央汇金资产管理有限责任公司,2.02
18,002315.SZ,黄良发,1.79
34,002316.SZ,嘉兴乾德精一投资合伙企业(有限合伙),19.84
46,002316.SZ,黄喜胜,7.3
60,002316.SZ,键桥通讯技术有限公司,6.1
75,002316.SZ,王雁铭,5.0
77,002316.SZ,叶春华,3.22
99,002317.SZ,张绍日,25.2
72,002317.SZ,张玉立,11.37
20,002317.SZ,张玉冲,11.37
75,002317.SZ,叶惠棠,3.77
68,002317.SZ,全国社保基金六零四组合,3.72
11,002318.SZ,久立集团股份有限公司,40.92
47,002318.SZ,香港中央结算有限公司(陆股通),2.91
24,002318.SZ,周志江,2.1
59,002318.SZ,中国人民财产保险股份有限公司-传统-普通保险产品,1.85
94,002318.SZ,浙江久立特材科技股份有限公司-第二期员工持股计划,1.49
25,002319.SZ,深圳市大晟资产管理有限公司,26.0
