,TS代码,法人代表,总经理,董秘,城市
477,300114.SZ,康学军,刘东平,纪刚,汉中市
478,600459.SH,郭俊梅,潘再富,刚剑,昆明市
479,600435.SH,浮德海,张百锋,赵晗,北京市
480,600551.SH,王民,郑可,刘红,合肥市
481,600591.SH,周赤,顾佳丹,徐骏民,上海市
482,600540.SH,马晓宏,陈建江,陈建江,双河市
483,600560.SH,杨光浩,杨光浩,胡邦周,北京市
484,600392.SH,胡泽松,黄平,郭晓雷,成都市
485,600510.SH,戈亚芳,葛维龙,何晓晴,常州市
486,600497.SH,孙勇,孙成余,王小强,曲靖市
487,603357.SH,王吉双,徐宏光,毛洪强,合肥市
488,300807.SZ,郭建国,郭建国,刘洪宇,郑州市
489,300504.SZ,李世宏,白云波,李世宏,成都市
490,600387.SH,王彬,程志伟,曾佳,绍兴市
491,300941.SZ,张更生,张更生,林岚,福州市
492,002404.SZ,周国建,徐鸿,郑晓,嘉兴市
493,600590.SH,李自强,李自强,罗新杰,南昌市
494,600184.SH,李克炎,陈良,袁勇,襄阳市
495,600496.SH,方朝阳,裘建华,沈月华,六安市
496,600050.SH,王晓初,,朱可炳,北京市
497,600592.SH,陈晋辉,陈晋辉,曾四新,漳州市
498,002002.SZ,周奕丰,周奕丰,林少韩,扬州市
499,688089.SH,易德伟,易德伟,王华标,武汉市
500,002843.SZ,方鸿,李辉,谢映波,长沙市
501,002114.SZ,李尤立,洪巩堤,杨忠明,曲靖市
502,002115.SZ,李越伦,李越伦,任锋,杭州市
503,601866.SH,王大雄,刘冲,蔡磊,上海市
504,002489.SZ,谢建勇,谢建强,王洪阳,台州市
505,600960.SH,陈宝,林风华,袁春晖,滨州市
506,600012.SH,项小龙,唐军,董汇慧,合肥市
507,600432.SH,费洪国,张东,王行龙,吉林市
508,600485.SH,王靖,王靖,王铮,北京市
509,600552.SH,夏宁,倪植森,王伟,蚌埠市
510,603895.SH,荣俊林,荣俊林,吕爱华,上海市
511,603712.SH,王宝,庞辉,马海永,天津市
512,603976.SH,邓勇,邓勇,费世平,重庆市
513,688689.SH,杨森茂,岳廉,金银龙,常州市
514,688679.SH,杨明,杨明,齐敦卫,合肥市
515,300811.SZ,杜江华,杜江华,阮佳林,深圳市
516,600482.SH,周宗子,,王善君,保定市
517,600354.SH,马宗海,张绍平,顾生明,酒泉市
518,600284.SH,杨明,邱畅,朱音,上海市
519,002120.SZ,聂腾云,聂腾云,符勤,宁波市
520,600992.SH,王小刚,梁鹏,曹磊,遵义市
521,600460.SH,陈向东,郑少波,陈越,杭州市
522,600406.SH,冷俊,郑宗强,方飞龙,南京市
523,600357.SH,李怡平,牟文恒,王世杰,承德市
524,300910.SZ,郭春萱,郭春萱,尚庆春,新乡市
525,688550.SH,刘晓春,刘骞峰,陈谦,西安市
526,603178.SH,罗玉龙,张文昌,张勇,宁波市
527,603679.SH,梁熹,梁熹,张辉,成都市
528,688156.SH,季光明,季光明,刘菁,武汉市
529,002148.SZ,傅乐民,傅乐民,黄潇,北京市
530,002261.SZ,李新宇,李新宇,龙麒,长沙市
531,002203.SZ,朱张泉,朱张泉,钱自强,绍兴市
532,002705.SZ,郭建刚,曾展晖,陈景山,佛山市
533,600035.SH,王南军,阮一恒,宋晓峰,武汉市
534,600343.SH,朱奇,李彦喜,任随安,西安市
535,600503.SH,王伟林,王伟林,娄欣,上海市
536,600439.SH,郑有全,郑文青,胡丽平,许昌市
537,603121.SH,吴怀磊,吴怀磊,冯轲,上海市
538,300647.SZ,杜建军,杜建军,王军,深圳市
539,600433.SH,谢先龙,谢先龙,杨映辉,湛江市
540,300897.SZ,钱炳炯,季永聪,王雪洲,杭州市
541,002232.SZ,陶晖,陶晖,安威,长春市
542,605077.SH,陈德水,陈德水,郑芳明,衢州市
543,600249.SH,林钻煌,吴堃,韦元贤,柳州市
544,600444.SH,窦万波,章小浒,钱俊,合肥市
545,600993.SH,陈平,夏有章,马倩,武汉市
546,600563.SH,严春光,陈国彬,陈宇,厦门市
547,600476.SH,董志宏,张华,孟京京,长沙市
548,600477.SH,单银木,单际华,姚涛,杭州市
549,003008.SZ,姚致清,李亚萍,张冉,许昌市
550,605358.SH,王敏文,刘晓健,吴能云,杭州市
551,600425.SH,郑术建,,姜军凯,阿拉尔市
552,300689.SZ,冯学裕,冯学裕,蒋伟红,深圳市
553,300678.SZ,史志明,史志明,尹邦明,成都市
554,603803.SH,高磊,李月杰,王曙立,北京市
555,600535.SH,闫凯境,苏晶,于杰,天津市
556,600351.SH,任武贤,任伟,任蓬勃,运城市
557,600512.SH,杨九如,杨九如,王士金,台州市
558,601598.SH,李关鹏,宋嵘,李世础,北京市
559,600251.SH,刘中海,肖莉,金建霞,铁门关市
560,600549.SH,黄长庚,吴高潮,周羽君,厦门市
561,600020.SH,马沉重,王铁军,杨亚子,郑州市
562,600967.SH,李全文,魏晋忠,王彤,包头市
563,605258.SH,张南国,张南星,孙荣发,常州市
564,605255.SH,尤建义,尤建义,葛露雪,宁波市
565,600029.SH,马须伦,马须伦,谢兵,广州市
566,300900.SZ,王增夺,杨怀忠,吴铁华,哈尔滨市
567,000875.SZ,高平,高平,赵民,长春市
568,600532.SH,俞倪荣,范少飞,鲁振能,上海市
569,600499.SH,边程,杨学先,李跃进,佛山市
570,601577.SH,朱玉国,赵小中,杨敏佳,长沙市
571,000571.SZ,王磊,马鸿瀚,任春雨,海口市
572,000572.SZ,孙忠春,孙忠春,刘锐,海口市
573,000573.SZ,周明轩,周明轩,鄢国根,东莞市
574,000576.SZ,施永晨,施永晨,司景喆,江门市
575,000578.SZ,安平绥,李小松,吴文好,海西蒙古族藏族自治州
576,002101.SZ,但昭学,徐飞跃,莫劲刚,肇庆市
577,601187.SH,吴世群,吴昕颢,陈蓉蓉,厦门市
578,002200.SZ,王东,申毅,谭仁力,昆明市
579,002073.SZ,官炳政,官炳政,鲁丽娜,青岛市
580,002154.SZ,吴志泽,吴志泽,谢海静,温州市
581,000007.SZ,陆波,陆波,陈伟彬,深圳市
582,000008.SZ,王志全,钟岩,侯小婧,北京市
583,000009.SZ,陈政立,陈政立,郭山清,深圳市
584,000010.SZ,陈飞霖,周成斌,念保敏,深圳市
585,000011.SZ,刘声向,王航军,张戈坚,深圳市
586,000415.SZ,金川,马伟华,王佳魏,乌鲁木齐市
587,000416.SZ,余政,陈家华,张颖,青岛市
588,000417.SZ,刘浩,王浩,杨志春,合肥市
589,000418.SZ,方洪波,陆剑峰,周斯秀,无锡市
590,000413.SZ,郭轩,陈英,王庆,石家庄市
591,000581.SZ,王晓东,徐云峰,周卫星,无锡市
592,000582.SZ,韦韬,陈斯禄,黄翔,北海市
593,000583.SZ,郑兴光,郑兴光,邱华,自贡市
594,000584.SZ,赵亮,赵亮,王妍,无锡市
595,000585.SZ,祝捷,,丁继实,海口市
596,002086.SZ,车轼,车轼,朱开星,烟台市
597,002119.SZ,郑康定,郑康良,杜云丽,宁波市
598,002190.SZ,石晓卿,黄绍浒,程雁,成都市
599,002191.SZ,侯旭东,侯旭东,李晓华,深圳市
600,600979.SH,张久龙,余正军,张久龙,广安市
601,000012.SZ,陈琳,王健,杨昕宇,深圳市
602,000013.SZ,厉怒江,阮克竖,刘渝敏,深圳市
603,000014.SZ,陈勇,胡月明,王凡,深圳市
604,000015.SZ,宿南南,马骧,宿南南,深圳市
605,000016.SZ,刘凤喜,周彬,吴勇军,深圳市
606,000419.SZ,周兆达,周兆达,杨格艺,长沙市
607,000420.SZ,宋德武,金东杰,杜晓敏,吉林市
608,000421.SZ,李祥,周伟,徐宁,南京市
609,000422.SZ,卞平官,郭锐,强炜,宜昌市
610,000423.SZ,高登锋,高登锋,吴怀峰,聊城市
611,000586.SZ,何波,何波,张轩,成都市
612,000587.SZ,朱要文,,朱要文,伊春市
613,000588.SZ,陈坚,陈坚,文耿,潮州市
614,000589.SZ,黄舸舸,何宇平,蒋大坤,贵阳市
615,000590.SZ,焦祺森,冯雪,曹定兴,衡阳市
616,002060.SZ,谢彦辉,卢大鹏,林广喜,广州市
617,300477.SZ,刘泽刚,韦强,张舒,北京市
618,002112.SZ,谢伟世,俞尚群,谢伟世,台州市
619,002041.SZ,王龙祥,颜理想,原绍刚,烟台市
620,300150.SZ,牛俊杰,牛俊杰,朱江滨,北京市
621,000017.SZ,李海,李海,孙龙龙,深圳市
622,000018.SZ,陈略,陈略,孙羽,内江市
623,000019.SZ,祝俊明,胡翔海,陈小华,深圳市
624,000020.SZ,李中秋,李中秋,牛卓,深圳市
625,000021.SZ,周剑,郑国荣,李丽杰,深圳市
626,000425.SZ,王民,陆川,费广胜,徐州市
627,000426.SZ,吉兴业,张树成,孙凯,赤峰市
628,000428.SZ,杨国平,,刘胜,长沙市
629,000429.SZ,郑任发,汪春华,杨汉明,广州市
630,000430.SZ,赵文胜,陈琛,金鑫,张家界市
631,000498.SZ,王振江,林存友,赵明学,济南市
632,000591.SZ,曹华斌,张会学,张蓉蓉,重庆市
633,000592.SZ,刘平山,王志明,李茜,福州市
634,000593.SZ,丁立国,吕涛,郑蜀闽,成都市
635,000594.SZ,邓小壮,邓小壮,邓小壮,天津市
636,000595.SZ,陈志磊,李昌盛,吴文渊,银川市
637,603927.SH,左春,左春,蔡宏,北京市
638,002037.SZ,安胜杰,魏彦,王丽春,贵阳市
639,002046.SZ,朱峰,陈锋,赵祥功,洛阳市
640,300803.SZ,陈宽余,陈宽余,孙鸣,北京市
641,001872.SZ,白景涛,张翼,李玉彬,深圳市
642,000023.SZ,林宏润,林宏润,刘耿豪,深圳市
643,000024.SZ,孙承铭,许永军,刘宁,深圳市
644,000025.SZ,富春龙,吕航,祁鹏,深圳市
645,000026.SZ,黄勇峰,潘波,陈卓,深圳市
646,000027.SZ,熊佩锦,李英峰,周朝晖,深圳市
647,000501.SZ,陈军,秦琴,李轩,武汉市
648,000502.SZ,金志峰,王斌,王斌,广州市
649,000503.SZ,贾岩燕,李永华,刘新星,海口市
650,000504.SZ,刘天学,游昌乔,陈勇,长沙市
651,000596.SZ,梁金辉,周庆伍,叶长青,亳州市
652,000597.SZ,郭启勇,周凯,蔡洋,沈阳市
653,000598.SZ,李本文,杨磊,赵璐,成都市
654,000599.SZ,柴永森,苏明,刘兵,青岛市
655,000600.SZ,王双海,王剑峰,孙原,石家庄市
656,000601.SZ,陈来泉,肖南贵,胡启金,韶关市
657,300179.SZ,方海江,方海江,刘海兵,郑州市
658,002038.SZ,徐明波,徐明波,梁淑洁,北京市
659,600987.SH,朱重庆,朱建庆,李军晓,杭州市
660,002074.SZ,李缜,李缜,王成奎,合肥市
661,000028.SZ,林兆雄,林兆雄,陈常兵,深圳市
662,000029.SZ,刘征宇,唐小平,罗毅,深圳市
663,000030.SZ,张丕杰,甘先国,李志勇,长春市
664,000031.SZ,周政,曹荣根,宋冰心,深圳市
665,000032.SZ,刘桂林,徐效臣,钟彦,深圳市
666,000505.SZ,李少陵,王春立,关颖,海口市
667,000506.SZ,卢涛,,孙铁明,济南市
668,000507.SZ,冯鑫,冯鑫,薛楠,珠海市
669,000508.SZ,郑修建,,郑中安,海口市
670,000509.SZ,赵林,邹军,吴胜峰,南充市
671,000510.SZ,刘江东,彭朗,成景豪,德阳市
672,002450.SZ,冯文书,冯文书,韩静,苏州市
673,002350.SZ,张新育,朱明,郭文亮,北京市
674,002056.SZ,何时金,任海亮,吴雪萍,金华市
675,002062.SZ,郑宏舫,李剑彤,吴谷华,宁波市
676,002047.SZ,李文基,古少波,金红英,深圳市
677,300445.SZ,姜维利,何欣,刘楠楠,北京市
678,000033.SZ,苏从跃,苏从跃,杜明丽,深圳市
679,000034.SZ,郭为,郭为,刘昕,深圳市
680,000035.SZ,严圣军,曹德标,陆平,南通市
681,000036.SZ,丁跃,李云,孔庆富,深圳市
682,000037.SZ,李新威,陈玉辉,张杰,深圳市
683,000511.SZ,黄炜彬,尉文平,黄源,沈阳市
684,000513.SZ,朱保国,唐阳刚,杨亮,珠海市
685,000514.SZ,王安金,艾云,谢勇彬,重庆市
686,000515.SZ,吴家成,谢湘云,向远平,重庆市
687,000516.SZ,史今,刘瑞轩,丁震,西安市
688,000517.SZ,王久芳,王丛玮,邓华堂,宁波市
689,002172.SZ,沈学如,沈学如,季超,苏州市
690,002168.SZ,汪超涌,王蔚,付汝峰,深圳市
691,002066.SZ,曾大凡,陈海山,邹琼慧,北京市
692,002146.SZ,耿建明,刘山,陈金海,廊坊市
693,002040.SZ,熊俊,邓基柱,陈明,南京市
694,300149.SZ,曾宪维,曾宪维,梁宝霞,江门市
695,002102.SZ,姚晓琴,姚晓琴,陈烈权,泉州市
696,002051.SZ,王博,王宇航,张爱丽,北京市
697,000038.SZ,史利军,史利军,邢美敏,深圳市
698,000039.SZ,麦伯良,高翔,于玉群,深圳市
699,000040.SZ,王甫民,王甫民,王正军,深圳市
700,000042.SZ,贾帅,彭伟东,叶晓东,深圳市
701,001914.SZ,许永军,陈海照,杨祥,深圳市
702,000045.SZ,张剑,朱梅柱,姜澎,深圳市
703,000518.SZ,郭煜,郭煜,周扬,无锡市
704,000519.SZ,魏军,寇军强,韩韬,湘潭市
705,000520.SZ,王涛,王涛,李昊,武汉市
706,000521.SZ,吴定刚,钟明,李霞,合肥市
707,000522.SZ,李楚源,王文楚,谯勇,广州市
708,300152.SZ,毛军亮,程芳芳,宗冉,保定市
709,002070.SZ,赵德永,陈锦堂,王忻,莆田市
710,002279.SZ,赵福君,施瑞丰,王海霞,北京市
711,002098.SZ,张国根,施明取,谢静波,泉州市
712,002075.SZ,何春生,蒋建平,杨华,苏州市
713,300601.SZ,杜伟民,杜伟民,苗向,深圳市
714,002064.SZ,杨从登,朱炫相,李亿伦,温州市
715,000047.SZ,黄舜荣,黄汉森,郭蒙,深圳市
716,000048.SZ,熊伟,巴根,黄益武,深圳市
717,000049.SZ,刘其,何文彬,王锋,深圳市
718,000050.SZ,陈宏良,孙永茂,陈冰峡,深圳市
719,000055.SZ,熊建明,熊建明,肖杨健,深圳市
720,000046.SZ,宋宏谋,张喜芳,陆洋,北京市
721,000523.SZ,赵璧秋,钟炼军,赵璧秋,广州市
722,000524.SZ,梁凌峰,陈白羽,郑定全,广州市
723,000525.SZ,杨寿海,赵富明,郭畅,南京市
724,000526.SZ,吴胜武,金鑫,刁月霞,厦门市
725,600983.SH,艾小明,艾小明,方斌,合肥市
726,601333.SH,武勇,胡酃酃,唐向东,深圳市
727,002044.SZ,俞熔,俞熔,江维娜,南通市
728,601158.SH,郑如彬,郑如彬,吕祥红,重庆市
729,002085.SZ,陈滨,董瑞平,章银凤,绍兴市
730,002306.SZ,陈继,陈继,陈继,北京市
731,300630.SZ,范敏华,范敏华,周茂,海口市
732,601699.SH,游浩,毛永红,张成银,长治市
733,603700.SH,张琳,王宗辉,马溯嵘,宁波市
734,600472.SH,芦林,刘志荣,李满仓,包头市
735,002105.SZ,廖学金,廖学湖,陈丽秋,深圳市
736,000056.SZ,郑康豪,陈小海,刘海波,深圳市
737,000058.SZ,张良,韩兴凯,彭爱云,深圳市
738,000059.SZ,任勇强,许晓军,孙世界,盘锦市
739,000060.SZ,余刚,张木毅,黄建民,深圳市
740,000528.SZ,曾光安,黄海波,黄华琳,柳州市
741,000529.SZ,蔡飚,缪安民,苏东明,广州市
742,000530.SZ,纪志坚,殷喜德,宋文宝,大连市
743,000531.SZ,许鸿生,朱晓文,张晖,广州市
744,000527.SZ,方洪波,方洪波,江鹏,佛山市
745,002080.SZ,薛忠民,黄再满,陈志斌,南京市
746,002961.SZ,林志斌,葛昶,林娟,厦门市
747,002096.SZ,曾德坤,张健辉,邹七平,永州市
748,002097.SZ,付向东,付向东,王剑,长沙市
749,002940.SZ,方南平,蒋震山,孙黎明,绍兴市
750,002103.SZ,王利平,王君平,江淑莹,宁波市
751,603899.SH,陈湖文,陈湖雄,全强,上海市
752,300183.SZ,崔健,潘松,王辉,青岛市
753,000061.SZ,何建锋,黄明,江疆,深圳市
754,000062.SZ,胡新安,胡新安,王瑛,深圳市
755,000063.SZ,李自学,徐子阳,丁建中,深圳市
756,000065.SZ,原军,原军,倪静,北京市
757,000532.SZ,李光宁,郭瑾,高小军,珠海市
758,000533.SZ,黄志雄,黄志雄,吴鹏,佛山市
759,000534.SZ,黄振光,毕天晓,蔡勇峰,汕头市
760,000535.SZ,黄纪云,胡旭瑜,黄圣晓,本溪市
761,000536.SZ,林俊,胡建容,林喆,福州市
762,000537.SZ,王科,王晓成,张坤杰,天津市
763,002451.SZ,朱志兰,朱志兰,张勰,上海市
764,300353.SZ,李平,李平,吴建国,北京市
765,002093.SZ,谢丰苹,谢丰苹,张文斌,福州市
766,601666.SH,潘树启,王新义,许尽峰,平顶山市
767,300225.SZ,景总法,景总法,汤洋,上海市
768,002067.SZ,朱在龙,王志明,姚洁青,嘉兴市
769,000066.SZ,宋黎定,徐建堂,王习发,深圳市
770,000068.SZ,孙波,童利斌,丁勤,深圳市
771,000069.SZ,段先念,王晓雯,关山,深圳市
772,000070.SZ,蒋勤俭,杨洪宇,张大军,深圳市
773,000078.SZ,张思民,张锋,沈大凯,深圳市
774,000538.SZ,王明辉,王明辉,吴伟,昆明市
775,000539.SZ,王进,郑云鹏,刘维,广州市
776,000540.SZ,罗玉平,罗玉平,谭忠游,贵阳市
777,000541.SZ,吴圣辉,雷自合,吴圣辉,佛山市
778,000542.SZ,万明坚,顾工,肖晓平,惠州市
779,000543.SZ,李明,廖雪松,侯海晏,合肥市
780,002076.SZ,冼树忠,柴华,张桃华,佛山市
781,601006.SH,程先东,韩洪臣,张利荣,大同市
782,600970.SH,刘燕,印志松,范丽婷,南京市
783,002072.SZ,李燕媚,李燕媚,孙琛,荆门市
784,002572.SZ,江淦钧,柯建生,潘雯姗,广州市
785,600575.SH,王戎,潘春鸣,马进华,芜湖市
786,000088.SZ,乔宏伟,彭建强,陈磊,深圳市
787,000089.SZ,林小龙,陈繁华,孙郑岭,深圳市
788,000090.SZ,韩德宏,何云武,刘丽梅,深圳市
789,000096.SZ,张桂泉,李洪生,嵇元弘,深圳市
790,000099.SZ,杨威,王鹏,徐树田,深圳市
791,000544.SZ,李建平,李建平,张一帆,郑州市
792,000545.SZ,郭金东,彭安铮,吴月,吉林市
793,000546.SZ,赵辉,赵辉,万建利,长春市
794,000547.SZ,张兆勇,王文海,吴小兰,福州市
795,000548.SZ,刘林平,陈小松,郭颂华,长沙市
796,000549.SZ,谭旭光,聂新勇,张英姿,株洲市
797,002071.SZ,陈志永,彭清燕,赵非凡,苏州市
798,002068.SZ,王耀,魏明,李毅,景德镇市
799,601519.SH,张志宏,张志宏,申睿波,上海市
800,002207.SZ,简伟,简伟,吕占民,克拉玛依市
801,603356.SH,黄业华,黄超,田媛,宣城市
802,601956.SH,杨百昌,朱金明,付雪东,黄石市
803,601588.SH,李伟东,,郭川,北京市
804,688086.SH,郑穆,钟国裕,王炜,梅州市
805,000150.SZ,陈奕民,刘壮青,阎小佳,汕头市
806,000151.SZ,刘艳,张晖,张朋,北京市
807,000153.SZ,何宏满,卢家和,张军,芜湖市
808,000155.SZ,吕必会,何勇,欧健成,成都市
809,000156.SZ,鲍林强,乔小燕,洪方磊,杭州市
810,000157.SZ,詹纯新,詹纯新,杨笃志,长沙市
811,000550.SZ,邱天高,王文涛,宛虹,南昌市
812,000551.SZ,刘春奇,周成明,周微微,苏州市
813,000552.SZ,杨先春,林胜,滕万军,白银市
814,000553.SZ,Ignacio Dominguez,Ignacio Dominguez,郭治,荆州市
815,000554.SZ,王明昌,贺培玉,孙建生,泰安市
816,002118.SZ,封有顺,封有顺,张万恒,通化市
817,002211.SZ,杨鑫,周军,张雨人,上海市
818,002216.SZ,陈南,陈希,李鸿凯,郑州市
819,300090.SZ,刘玉斌,刘玉斌,刘玉斌,安庆市
820,300414.SZ,王雪颖,王雪颖,周辉,成都市
821,300681.SZ,姜桂宾,姜桂宾,邓柳明,珠海市
822,603109.SH,艾纯,艾纯,杜春辉,重庆市
823,002653.SZ,王俊民,范秀莲,王萌,山南市
824,000158.SZ,肖荣智,应华江,池俊平,石家庄市
825,000159.SZ,丁治平,丁治平,李润起,乌鲁木齐市
826,000301.SZ,缪汉根,缪汉根,王俊,苏州市
827,000400.SZ,张旭升,任志航,万桂龙,许昌市
828,000555.SZ,郭为,李鸿春,刘伟刚,深圳市
829,000556.SZ,林争晖,林争晖,张傲雪,海口市
830,000557.SZ,何旭东,陈存兵,刘登昭,银川市
831,000558.SZ,胥亚斌,刘晓亮,邹玮,杭州市
832,000559.SZ,管大源,李平一,许小建,杭州市
833,300096.SZ,张曦,吴一禹,李虹海,厦门市
834,002045.SZ,何伟成,何伟成,肖庆,广州市
835,002145.SZ,朱树人,李玉峰,韩雨辰,嘉峪关市
836,600973.SH,杨泽元,邵文林,王学明,扬州市
837,601788.SH,刘秋明,刘秋明,朱勤,上海市
838,002117.SZ,王爱先,史建中,齐利国,济南市
839,002462.SZ,续文利,续文利,王新侠,北京市
840,000001.SZ,谢永林,胡跃飞,周强,深圳市
841,000401.SZ,孔庆辉,李衍,李建防,唐山市
842,000402.SZ,高靓,吕洪斌,张晓鹏,北京市
843,000403.SZ,黄灵谋,朱光祖,赵玉林,太原市
844,000404.SZ,杨秀彪,张勤建,史强,景德镇市
845,000405.SZ,张剑波,周天亮,周天亮,珠海市
846,000406.SZ,薛万东,周长江,迟中东,东营市
847,000407.SZ,王鹏,杜以宏,杜以宏,济南市
848,000560.SZ,谢勇,谢勇,解萍,昆明市
849,000561.SZ,宋涛,李培峰,王文刚,宝鸡市
850,000562.SZ,冯戎,冯戎,阳昌云,乌鲁木齐市
851,000563.SZ,薛季民,姚卫东,王维华,西安市
852,000564.SZ,杜小平,韩玮,杜璟,西安市
853,300444.SZ,赵志宏,袁学恩,李涛,北京市
854,002099.SZ,孙杨,孙杨,许华青,台州市
855,002100.SZ,杨焰,成辉,郭运江,乌鲁木齐市
