,TS代码,股票代码,股票名称,行业,市场类型
3076,600855.SH,600855,航天长峰,专用机械,主板
3077,600856.SH,600856,*ST中天,供气供热,主板
3078,600857.SH,600857,宁波中百,百货,主板
3079,600858.SH,600858,银座股份,百货,主板
3080,600859.SH,600859,王府井,百货,主板
3081,600860.SH,600860,*ST京城,专用机械,主板
3082,600861.SH,600861,北京城乡,百货,主板
3083,600862.SH,600862,中航高科,航空,主板
3084,600863.SH,600863,内蒙华电,火力发电,主板
3085,600864.SH,600864,哈投股份,证券,主板
3086,600865.SH,600865,百大集团,百货,主板
3087,600866.SH,600866,星湖科技,食品,主板
3088,600867.SH,600867,通化东宝,生物制药,主板
3089,600868.SH,600868,梅雁吉祥,水力发电,主板
3090,600869.SH,600869,远东股份,电气设备,主板
3091,600870.SH,600870,ST厦华,家用电器,主板
3092,600871.SH,600871,石化油服,石油开采,主板
3093,600872.SH,600872,中炬高新,食品,主板
3094,600873.SH,600873,梅花生物,食品,主板
3095,600874.SH,600874,创业环保,环境保护,主板
3096,600875.SH,600875,东方电气,电气设备,主板
3097,600876.SH,600876,洛阳玻璃,玻璃,主板
3098,600877.SH,600877,ST电能,电气设备,主板
3099,600879.SH,600879,航天电子,航空,主板
3100,600880.SH,600880,博瑞传播,广告包装,主板
3101,600881.SH,600881,亚泰集团,水泥,主板
3102,600882.SH,600882,妙可蓝多,乳制品,主板
3103,600883.SH,600883,博闻科技,水泥,主板
3104,600884.SH,600884,杉杉股份,综合类,主板
3105,600885.SH,600885,宏发股份,电气设备,主板
3106,600886.SH,600886,国投电力,水力发电,主板
3107,600887.SH,600887,伊利股份,乳制品,主板
3108,600888.SH,600888,新疆众和,铝,主板
3109,600889.SH,600889,南京化纤,化纤,主板
3110,600890.SH,600890,中房股份,区域地产,主板
3111,600892.SH,600892,*ST大晟,影视音像,主板
3112,600893.SH,600893,航发动力,航空,主板
3113,600894.SH,600894,广日股份,运输设备,主板
3114,600895.SH,600895,张江高科,园区开发,主板
3115,600896.SH,600896,览海医疗,医疗保健,主板
3116,600897.SH,600897,厦门空港,机场,主板
3117,600898.SH,600898,*ST美讯,通信设备,主板
3118,600900.SH,600900,长江电力,水力发电,主板
3119,600901.SH,600901,江苏租赁,多元金融,主板
3120,600903.SH,600903,贵州燃气,供气供热,主板
3121,600908.SH,600908,无锡银行,银行,主板
3122,600909.SH,600909,华安证券,证券,主板
3123,600916.SH,600916,中国黄金,黄金,主板
3124,600917.SH,600917,重庆燃气,供气供热,主板
3125,600918.SH,600918,中泰证券,证券,主板
3126,600919.SH,600919,江苏银行,银行,主板
3127,600926.SH,600926,杭州银行,银行,主板
3128,600928.SH,600928,西安银行,银行,主板
3129,600929.SH,600929,雪天盐业,食品,主板
3130,600933.SH,600933,爱柯迪,汽车配件,主板
3131,600936.SH,600936,广西广电,影视音像,主板
3132,600939.SH,600939,重庆建工,建筑工程,主板
3133,600956.SH,600956,新天绿能,供气供热,主板
3134,600958.SH,600958,东方证券,证券,主板
3135,600959.SH,600959,江苏有线,影视音像,主板
3136,600960.SH,600960,渤海汽车,汽车配件,主板
3137,600961.SH,600961,株冶集团,铅锌,主板
3138,600962.SH,600962,国投中鲁,软饮料,主板
3139,600963.SH,600963,岳阳林纸,造纸,主板
3140,600965.SH,600965,福成股份,农业综合,主板
3141,600966.SH,600966,博汇纸业,造纸,主板
3142,600967.SH,600967,内蒙一机,运输设备,主板
3143,600968.SH,600968,海油发展,石油开采,主板
3144,600969.SH,600969,郴电国际,水力发电,主板
3145,600970.SH,600970,中材国际,建筑工程,主板
3146,600971.SH,600971,恒源煤电,煤炭开采,主板
3147,600973.SH,600973,宝胜股份,电气设备,主板
3148,600975.SH,600975,新五丰,农业综合,主板
3149,600976.SH,600976,健民集团,中成药,主板
3150,600977.SH,600977,中国电影,影视音像,主板
3151,600978.SH,600978,*ST宜生,家居用品,主板
3152,600979.SH,600979,广安爱众,水力发电,主板
3153,600980.SH,600980,北矿科技,元器件,主板
3154,600981.SH,600981,汇鸿集团,商贸代理,主板
3155,600982.SH,600982,宁波能源,供气供热,主板
3156,600983.SH,600983,惠而浦,家用电器,主板
3157,600984.SH,600984,建设机械,工程机械,主板
3158,600985.SH,600985,淮北矿业,煤炭开采,主板
3159,600986.SH,600986,浙文互联,互联网,主板
3160,600987.SH,600987,航民股份,纺织,主板
3161,600988.SH,600988,赤峰黄金,黄金,主板
3162,600989.SH,600989,宝丰能源,化工原料,主板
3163,600990.SH,600990,四创电子,通信设备,主板
3164,600992.SH,600992,贵绳股份,钢加工,主板
3165,600993.SH,600993,马应龙,中成药,主板
3166,600995.SH,600995,文山电力,水力发电,主板
3167,600996.SH,600996,贵广网络,影视音像,主板
3168,600997.SH,600997,开滦股份,煤炭开采,主板
3169,600998.SH,600998,九州通,医药商业,主板
3170,600999.SH,600999,招商证券,证券,主板
3171,601000.SH,601000,唐山港,港口,主板
3172,601001.SH,601001,晋控煤业,煤炭开采,主板
3173,601002.SH,601002,晋亿实业,机械基件,主板
3174,601003.SH,601003,柳钢股份,普钢,主板
3175,601005.SH,601005,重庆钢铁,普钢,主板
3176,601006.SH,601006,大秦铁路,铁路,主板
3177,601007.SH,601007,金陵饭店,酒店餐饮,主板
3178,601008.SH,601008,连云港,港口,主板
3179,601009.SH,601009,南京银行,银行,主板
3180,601010.SH,601010,文峰股份,超市连锁,主板
3181,601011.SH,601011,宝泰隆,焦炭加工,主板
3182,601012.SH,601012,隆基股份,电气设备,主板
3183,601015.SH,601015,陕西黑猫,焦炭加工,主板
3184,601016.SH,601016,节能风电,新型电力,主板
3185,601018.SH,601018,宁波港,港口,主板
3186,601019.SH,601019,山东出版,出版业,主板
3187,601020.SH,601020,华钰矿业,铅锌,主板
3188,601021.SH,601021,春秋航空,空运,主板
3189,601028.SH,601028,玉龙股份,商贸代理,主板
3190,601038.SH,601038,一拖股份,农用机械,主板
3191,601058.SH,601058,赛轮轮胎,汽车配件,主板
3192,601066.SH,601066,中信建投,证券,主板
3193,601068.SH,601068,中铝国际,建筑工程,主板
3194,601069.SH,601069,西部黄金,黄金,主板
3195,601077.SH,601077,渝农商行,银行,主板
3196,601086.SH,601086,国芳集团,百货,主板
3197,601088.SH,601088,中国神华,煤炭开采,主板
3198,601098.SH,601098,中南传媒,出版业,主板
3199,601099.SH,601099,太平洋,证券,主板
3200,601100.SH,601100,恒立液压,工程机械,主板
3201,601101.SH,601101,昊华能源,煤炭开采,主板
3202,601106.SH,601106,中国一重,工程机械,主板
3203,601107.SH,601107,四川成渝,路桥,主板
3204,601108.SH,601108,财通证券,证券,主板
3205,601111.SH,601111,中国国航,空运,主板
3206,601113.SH,601113,ST华鼎,化纤,主板
3207,601116.SH,601116,三江购物,超市连锁,主板
3208,601117.SH,601117,中国化学,建筑工程,主板
3209,601118.SH,601118,海南橡胶,橡胶,主板
3210,601126.SH,601126,四方股份,电气设备,主板
3211,601127.SH,601127,小康股份,汽车配件,主板
3212,601128.SH,601128,常熟银行,银行,主板
3213,601137.SH,601137,博威合金,铜,主板
3214,601138.SH,601138,工业富联,通信设备,主板
3215,601139.SH,601139,深圳燃气,供气供热,主板
3216,601155.SH,601155,新城控股,区域地产,主板
3217,601158.SH,601158,重庆水务,水务,主板
3218,601162.SH,601162,天风证券,证券,主板
3219,601163.SH,601163,三角轮胎,汽车配件,主板
3220,601166.SH,601166,兴业银行,银行,主板
3221,601168.SH,601168,西部矿业,铜,主板
3222,601169.SH,601169,北京银行,银行,主板
3223,601177.SH,601177,杭齿前进,机械基件,主板
3224,601179.SH,601179,中国西电,电气设备,主板
3225,601186.SH,601186,中国铁建,建筑工程,主板
3226,601187.SH,601187,厦门银行,银行,主板
3227,601188.SH,601188,龙江交通,路桥,主板
3228,601198.SH,601198,东兴证券,证券,主板
3229,601199.SH,601199,江南水务,水务,主板
3230,601200.SH,601200,上海环境,环境保护,主板
3231,601208.SH,601208,东材科技,化工原料,主板
3232,601211.SH,601211,国泰君安,证券,主板
3233,601212.SH,601212,白银有色,铜,主板
3234,601216.SH,601216,君正集团,化工原料,主板
3235,601218.SH,601218,吉鑫科技,机械基件,主板
3236,601222.SH,601222,林洋能源,电器仪表,主板
3237,601225.SH,601225,陕西煤业,煤炭开采,主板
3238,601226.SH,601226,华电重工,专用机械,主板
3239,601228.SH,601228,广州港,港口,主板
3240,601229.SH,601229,上海银行,银行,主板
3241,601231.SH,601231,环旭电子,元器件,主板
3242,601233.SH,601233,桐昆股份,化纤,主板
3243,601236.SH,601236,红塔证券,证券,主板
3244,601238.SH,601238,广汽集团,汽车整车,主板
3245,601258.SH,601258,ST庞大,汽车服务,主板
3246,601288.SH,601288,农业银行,银行,主板
3247,601298.SH,601298,青岛港,港口,主板
3248,601311.SH,601311,骆驼股份,电气设备,主板
3249,601318.SH,601318,中国平安,保险,主板
3250,601319.SH,601319,中国人保,保险,主板
3251,601326.SH,601326,秦港股份,港口,主板
3252,601328.SH,601328,交通银行,银行,主板
3253,601330.SH,601330,绿色动力,环境保护,主板
3254,601333.SH,601333,广深铁路,铁路,主板
3255,601336.SH,601336,新华保险,保险,主板
3256,601339.SH,601339,百隆东方,纺织,主板
3257,601360.SH,601360,三六零,互联网,主板
3258,601366.SH,601366,利群股份,百货,主板
3259,601368.SH,601368,绿城水务,水务,主板
3260,601369.SH,601369,陕鼓动力,机械基件,主板
3261,601375.SH,601375,中原证券,证券,主板
3262,601377.SH,601377,兴业证券,证券,主板
3263,601388.SH,601388,怡球资源,铝,主板
3264,601390.SH,601390,中国中铁,建筑工程,主板
3265,601398.SH,601398,工商银行,银行,主板
3266,601399.SH,601399,ST国重装,工程机械,主板
3267,601456.SH,601456,国联证券,证券,主板
3268,601500.SH,601500,通用股份,汽车配件,主板
3269,601512.SH,601512,中新集团,园区开发,主板
3270,601515.SH,601515,东风股份,广告包装,主板
3271,601518.SH,601518,吉林高速,路桥,主板
3272,601519.SH,601519,大智慧,软件服务,主板
3273,601555.SH,601555,东吴证券,证券,主板
3274,601566.SH,601566,九牧王,服饰,主板
3275,601567.SH,601567,三星医疗,电器仪表,主板
3276,601568.SH,601568,北元集团,化工原料,主板
3277,601577.SH,601577,长沙银行,银行,主板
3278,601579.SH,601579,会稽山,红黄酒,主板
3279,601588.SH,601588,北辰实业,区域地产,主板
3280,601595.SH,601595,上海电影,影视音像,主板
3281,601598.SH,601598,中国外运,仓储物流,主板
3282,601599.SH,601599,鹿港文化,纺织,主板
3283,601600.SH,601600,中国铝业,铝,主板
3284,601601.SH,601601,中国太保,保险,主板
3285,601606.SH,601606,长城军工,专用机械,主板
3286,601607.SH,601607,上海医药,医药商业,主板
3287,601608.SH,601608,中信重工,专用机械,主板
3288,601609.SH,601609,金田铜业,铜,主板
3289,601611.SH,601611,中国核建,建筑工程,主板
3290,601615.SH,601615,明阳智能,机械基件,主板
3291,601616.SH,601616,广电电气,电气设备,主板
3292,601618.SH,601618,中国中冶,建筑工程,主板
3293,601619.SH,601619,嘉泽新能,新型电力,主板
3294,601628.SH,601628,中国人寿,保险,主板
3295,601633.SH,601633,长城汽车,汽车整车,主板
3296,601636.SH,601636,旗滨集团,玻璃,主板
3297,601658.SH,601658,邮储银行,银行,主板
3298,601666.SH,601666,平煤股份,煤炭开采,主板
3299,601668.SH,601668,中国建筑,建筑工程,主板
3300,601669.SH,601669,中国电建,建筑工程,主板
3301,601677.SH,601677,明泰铝业,铝,主板
3302,601678.SH,601678,滨化股份,化工原料,主板
3303,601686.SH,601686,友发集团,钢加工,主板
3304,601688.SH,601688,华泰证券,证券,主板
3305,601689.SH,601689,拓普集团,汽车配件,主板
3306,601696.SH,601696,中银证券,证券,主板
3307,601698.SH,601698,中国卫通,电信运营,主板
3308,601699.SH,601699,潞安环能,煤炭开采,主板
3309,601700.SH,601700,风范股份,电气设备,主板
3310,601702.SH,601702,华峰铝业,铝,主板
3311,601717.SH,601717,郑煤机,汽车配件,主板
3312,601718.SH,601718,际华集团,服饰,主板
3313,601727.SH,601727,上海电气,电气设备,主板
3314,601766.SH,601766,中国中车,运输设备,主板
3315,601777.SH,601777,*ST力帆,摩托车,主板
3316,601778.SH,601778,晶科科技,新型电力,主板
3317,601788.SH,601788,光大证券,证券,主板
3318,601789.SH,601789,宁波建工,建筑工程,主板
3319,601798.SH,601798,蓝科高新,化工机械,主板
3320,601799.SH,601799,星宇股份,汽车配件,主板
3321,601800.SH,601800,中国交建,建筑工程,主板
3322,601801.SH,601801,皖新传媒,出版业,主板
3323,601808.SH,601808,中海油服,石油开采,主板
3324,601811.SH,601811,新华文轩,出版业,主板
3325,601816.SH,601816,京沪高铁,铁路,主板
3326,601818.SH,601818,光大银行,银行,主板
3327,601827.SH,601827,三峰环境,环境保护,主板
3328,601828.SH,601828,美凯龙,其他商业,主板
3329,601838.SH,601838,成都银行,银行,主板
3330,601857.SH,601857,中国石油,石油开采,主板
3331,601858.SH,601858,中国科传,出版业,主板
3332,601860.SH,601860,紫金银行,银行,主板
3333,601865.SH,601865,福莱特,玻璃,主板
3334,601866.SH,601866,中远海发,水运,主板
3335,601869.SH,601869,长飞光纤,通信设备,主板
3336,601872.SH,601872,招商轮船,水运,主板
3337,601877.SH,601877,正泰电器,电气设备,主板
3338,601878.SH,601878,浙商证券,证券,主板
3339,601880.SH,601880,辽港股份,港口,主板
3340,601881.SH,601881,中国银河,证券,主板
3341,601882.SH,601882,海天精工,机床制造,主板
3342,601886.SH,601886,江河集团,装修装饰,主板
3343,601888.SH,601888,中国中免,旅游服务,主板
3344,601890.SH,601890,亚星锚链,船舶,主板
3345,601898.SH,601898,中煤能源,煤炭开采,主板
3346,601899.SH,601899,紫金矿业,黄金,主板
3347,601900.SH,601900,南方传媒,出版业,主板
3348,601901.SH,601901,方正证券,证券,主板
3349,601908.SH,601908,京运通,新型电力,主板
3350,601916.SH,601916,浙商银行,银行,主板
3351,601918.SH,601918,新集能源,煤炭开采,主板
3352,601919.SH,601919,中远海控,水运,主板
3353,601928.SH,601928,凤凰传媒,出版业,主板
3354,601929.SH,601929,吉视传媒,影视音像,主板
3355,601933.SH,601933,永辉超市,超市连锁,主板
3356,601939.SH,601939,建设银行,银行,主板
3357,601949.SH,601949,中国出版,出版业,主板
3358,601952.SH,601952,苏垦农发,种植业,主板
3359,601956.SH,601956,东贝集团,机械基件,主板
3360,601958.SH,601958,金钼股份,小金属,主板
3361,601963.SH,601963,重庆银行,银行,主板
3362,601965.SH,601965,中国汽研,汽车服务,主板
3363,601966.SH,601966,玲珑轮胎,汽车配件,主板
3364,601968.SH,601968,宝钢包装,广告包装,主板
3365,601969.SH,601969,海南矿业,普钢,主板
3366,601975.SH,601975,招商南油,水运,主板
3367,601985.SH,601985,中国核电,新型电力,主板
3368,601988.SH,601988,中国银行,银行,主板
3369,601989.SH,601989,中国重工,船舶,主板
3370,601990.SH,601990,南京证券,证券,主板
3371,601991.SH,601991,大唐发电,火力发电,主板
3372,601992.SH,601992,金隅集团,水泥,主板
3373,601995.SH,601995,中金公司,证券,主板
3374,601996.SH,601996,丰林集团,家居用品,主板
3375,601997.SH,601997,贵阳银行,银行,主板
3376,601998.SH,601998,中信银行,银行,主板
3377,601999.SH,601999,出版传媒,出版业,主板
3378,603000.SH,603000,人民网,互联网,主板
3379,603001.SH,603001,奥康国际,服饰,主板
3380,603002.SH,603002,宏昌电子,化工原料,主板
3381,603003.SH,603003,龙宇燃油,石油贸易,主板
3382,603005.SH,603005,晶方科技,半导体,主板
3383,603006.SH,603006,联明股份,汽车配件,主板
3384,603007.SH,603007,花王股份,建筑工程,主板
3385,603008.SH,603008,喜临门,家居用品,主板
3386,603009.SH,603009,北特科技,汽车配件,主板
3387,603010.SH,603010,万盛股份,化工原料,主板
3388,603011.SH,603011,合锻智能,机床制造,主板
3389,603012.SH,603012,创力集团,专用机械,主板
3390,603013.SH,603013,亚普股份,汽车配件,主板
3391,603015.SH,603015,弘讯科技,电气设备,主板
3392,603016.SH,603016,新宏泰,电气设备,主板
3393,603017.SH,603017,中衡设计,建筑工程,主板
3394,603018.SH,603018,华设集团,建筑工程,主板
3395,603019.SH,603019,中科曙光,IT设备,主板
3396,603020.SH,603020,爱普股份,食品,主板
3397,603021.SH,603021,山东华鹏,玻璃,主板
3398,603022.SH,603022,新通联,广告包装,主板
3399,603023.SH,603023,威帝股份,汽车配件,主板
3400,603025.SH,603025,大豪科技,IT设备,主板
3401,603026.SH,603026,石大胜华,化工原料,主板
3402,603027.SH,603027,千禾味业,食品,主板
3403,603028.SH,603028,赛福天,钢加工,主板
3404,603029.SH,603029,天鹅股份,农用机械,主板
3405,603030.SH,603030,全筑股份,装修装饰,主板
3406,603031.SH,603031,安德利,百货,主板
3407,603032.SH,603032,德新交运,公共交通,主板
3408,603033.SH,603033,三维股份,橡胶,主板
3409,603035.SH,603035,常熟汽饰,汽车配件,主板
3410,603036.SH,603036,如通股份,专用机械,主板
3411,603037.SH,603037,凯众股份,汽车配件,主板
3412,603038.SH,603038,华立股份,装修装饰,主板
3413,603039.SH,603039,泛微网络,软件服务,主板
3414,603040.SH,603040,新坐标,机械基件,主板
3415,603041.SH,603041,美思德,化工原料,主板
3416,603042.SH,603042,华脉科技,通信设备,主板
3417,603043.SH,603043,广州酒家,食品,主板
3418,603045.SH,603045,福达合金,电气设备,主板
3419,603050.SH,603050,科林电气,电气设备,主板
3420,603053.SH,603053,成都燃气,供气供热,主板
3421,603055.SH,603055,台华新材,纺织,主板
3422,603056.SH,603056,德邦股份,仓储物流,主板
3423,603058.SH,603058,永吉股份,广告包装,主板
3424,603059.SH,603059,倍加洁,家居用品,主板
3425,603060.SH,603060,国检集团,建筑工程,主板
3426,603063.SH,603063,禾望电气,电气设备,主板
3427,603066.SH,603066,音飞储存,仓储物流,主板
3428,603067.SH,603067,振华股份,化工原料,主板
3429,603068.SH,603068,博通集成,半导体,主板
3430,603069.SH,603069,海汽集团,公路,主板
3431,603076.SH,603076,乐惠国际,专用机械,主板
3432,603077.SH,603077,和邦生物,化工原料,主板
3433,603078.SH,603078,江化微,化工原料,主板
3434,603079.SH,603079,圣达生物,食品,主板
3435,603080.SH,603080,新疆火炬,供气供热,主板
3436,603081.SH,603081,大丰实业,专用机械,主板
3437,603083.SH,603083,剑桥科技,通信设备,主板
3438,603085.SH,603085,天成自控,汽车配件,主板
3439,603086.SH,603086,先达股份,农药化肥,主板
3440,603087.SH,603087,甘李药业,生物制药,主板
3441,603088.SH,603088,宁波精达,专用机械,主板
3442,603089.SH,603089,正裕工业,汽车配件,主板
3443,603090.SH,603090,宏盛股份,专用机械,主板
3444,603093.SH,603093,南华期货,多元金融,主板
3445,603095.SH,603095,越剑智能,纺织机械,主板
3446,603096.SH,603096,新经典,出版业,主板
3447,603098.SH,603098,森特股份,装修装饰,主板
3448,603099.SH,603099,长白山,旅游景点,主板
3449,603100.SH,603100,川仪股份,电器仪表,主板
3450,603101.SH,603101,汇嘉时代,百货,主板
3451,603103.SH,603103,横店影视,影视音像,主板
3452,603105.SH,603105,芯能科技,电气设备,主板
3453,603106.SH,603106,恒银科技,IT设备,主板
3454,603108.SH,603108,润达医疗,医药商业,主板
3455,603109.SH,603109,神驰机电,电气设备,主板
3456,603110.SH,603110,东方材料,染料涂料,主板
3457,603111.SH,603111,康尼机电,运输设备,主板
3458,603112.SH,603112,华翔股份,机械基件,主板
3459,603113.SH,603113,金能科技,焦炭加工,主板
3460,603115.SH,603115,海星股份,元器件,主板
3461,603116.SH,603116,红蜻蜓,服饰,主板
3462,603117.SH,603117,万林物流,仓储物流,主板
3463,603118.SH,603118,共进股份,通信设备,主板
3464,603121.SH,603121,华培动力,汽车配件,主板
3465,603123.SH,603123,翠微股份,百货,主板
3466,603126.SH,603126,中材节能,环境保护,主板
3467,603127.SH,603127,昭衍新药,医疗保健,主板
3468,603128.SH,603128,华贸物流,仓储物流,主板
3469,603129.SH,603129,春风动力,摩托车,主板
3470,603131.SH,603131,上海沪工,专用机械,主板
3471,603133.SH,603133,碳元科技,元器件,主板
3472,603136.SH,603136,天目湖,旅游景点,主板
3473,603138.SH,603138,海量数据,软件服务,主板
3474,603139.SH,603139,康惠制药,中成药,主板
3475,603155.SH,603155,新亚强,化工原料,主板
3476,603156.SH,603156,养元饮品,软饮料,主板
3477,603157.SH,603157,*ST拉夏,服饰,主板
3478,603158.SH,603158,腾龙股份,汽车配件,主板
3479,603159.SH,603159,上海亚虹,专用机械,主板
3480,603160.SH,603160,汇顶科技,元器件,主板
3481,603161.SH,603161,科华控股,汽车配件,主板
3482,603165.SH,603165,荣晟环保,造纸,主板
3483,603166.SH,603166,福达股份,汽车配件,主板
3484,603167.SH,603167,渤海轮渡,水运,主板
3485,603168.SH,603168,莎普爱思,化学制药,主板
3486,603169.SH,603169,兰石重装,专用机械,主板
3487,603177.SH,603177,德创环保,环境保护,主板
3488,603178.SH,603178,圣龙股份,汽车配件,主板
3489,603179.SH,603179,新泉股份,汽车配件,主板
3490,603180.SH,603180,金牌厨柜,家居用品,主板
3491,603181.SH,603181,皇马科技,化工原料,主板
3492,603183.SH,603183,建研院,建筑工程,主板
3493,603185.SH,603185,上机数控,机床制造,主板
3494,603186.SH,603186,华正新材,元器件,主板
3495,603187.SH,603187,海容冷链,机械基件,主板
3496,603188.SH,603188,ST亚邦,染料涂料,主板
3497,603189.SH,603189,网达软件,软件服务,主板
3498,603192.SH,603192,汇得科技,化工原料,主板
3499,603195.SH,603195,公牛集团,电气设备,主板
3500,603196.SH,603196,日播时尚,服饰,主板
3501,603197.SH,603197,保隆科技,汽车配件,主板
3502,603198.SH,603198,迎驾贡酒,白酒,主板
3503,603199.SH,603199,九华旅游,旅游景点,主板
3504,603200.SH,603200,上海洗霸,环境保护,主板
3505,603203.SH,603203,快克股份,专用机械,主板
3506,603208.SH,603208,江山欧派,家居用品,主板
3507,603212.SH,603212,赛伍技术,塑料,主板
3508,603214.SH,603214,爱婴室,百货,主板
3509,603217.SH,603217,元利科技,化工原料,主板
3510,603218.SH,603218,日月股份,工程机械,主板
3511,603220.SH,603220,中贝通信,通信设备,主板
3512,603221.SH,603221,爱丽家居,家居用品,主板
3513,603222.SH,603222,济民制药,化学制药,主板
3514,603223.SH,603223,恒通股份,供气供热,主板
3515,603225.SH,603225,新凤鸣,化纤,主板
3516,603226.SH,603226,菲林格尔,家居用品,主板
3517,603227.SH,603227,雪峰科技,化工原料,主板
3518,603228.SH,603228,景旺电子,元器件,主板
3519,603229.SH,603229,奥翔药业,化学制药,主板
3520,603232.SH,603232,格尔软件,软件服务,主板
3521,603233.SH,603233,大参林,医药商业,主板
3522,603236.SH,603236,移远通信,通信设备,主板
3523,603238.SH,603238,诺邦股份,纺织,主板
3524,603239.SH,603239,浙江仙通,汽车配件,主板
3525,603256.SH,603256,宏和科技,玻璃,主板
3526,603258.SH,603258,电魂网络,互联网,主板
3527,603259.SH,603259,药明康德,化学制药,主板
3528,603260.SH,603260,合盛硅业,化工原料,主板
3529,603266.SH,603266,天龙股份,塑料,主板
3530,603267.SH,603267,鸿远电子,元器件,主板
3531,603268.SH,603268,松发股份,陶瓷,主板
3532,603269.SH,603269,海鸥股份,机械基件,主板
3533,603277.SH,603277,银都股份,专用机械,主板
3534,603278.SH,603278,大业股份,钢加工,主板
3535,603279.SH,603279,景津环保,环境保护,主板
3536,603283.SH,603283,赛腾股份,专用机械,主板
3537,603286.SH,603286,日盈电子,汽车配件,主板
3538,603288.SH,603288,海天味业,食品,主板
3539,603289.SH,603289,泰瑞机器,专用机械,主板
3540,603290.SH,603290,斯达半导,半导体,主板
3541,603297.SH,603297,永新光学,电器仪表,主板
3542,603298.SH,603298,杭叉集团,专用机械,主板
3543,603299.SH,603299,苏盐井神,化工原料,主板
3544,603300.SH,603300,华铁应急,专用机械,主板
3545,603301.SH,603301,振德医疗,医疗保健,主板
3546,603303.SH,603303,得邦照明,家用电器,主板
3547,603305.SH,603305,旭升股份,汽车配件,主板
3548,603306.SH,603306,华懋科技,汽车配件,主板
3549,603308.SH,603308,应流股份,专用机械,主板
3550,603309.SH,603309,维力医疗,医疗保健,主板
3551,603311.SH,603311,金海高科,专用机械,主板
3552,603313.SH,603313,梦百合,家居用品,主板
3553,603315.SH,603315,福鞍股份,机械基件,主板
3554,603316.SH,603316,诚邦股份,建筑工程,主板
3555,603317.SH,603317,天味食品,食品,主板
3556,603318.SH,603318,派思股份,专用机械,主板
3557,603319.SH,603319,湘油泵,汽车配件,主板
3558,603320.SH,603320,迪贝电气,机械基件,主板
3559,603321.SH,603321,梅轮电梯,运输设备,主板
3560,603322.SH,603322,超讯通信,通信设备,主板
3561,603323.SH,603323,苏农银行,银行,主板
3562,603326.SH,603326,我乐家居,家居用品,主板
3563,603327.SH,603327,福蓉科技,元器件,主板
3564,603328.SH,603328,依顿电子,元器件,主板
3565,603329.SH,603329,上海雅仕,仓储物流,主板
3566,603330.SH,603330,上海天洋,塑料,主板
3567,603331.SH,603331,百达精工,专用机械,主板
3568,603332.SH,603332,苏州龙杰,化纤,主板
3569,603333.SH,603333,尚纬股份,电气设备,主板
3570,603335.SH,603335,迪生力,汽车配件,主板
3571,603336.SH,603336,宏辉果蔬,农业综合,主板
3572,603337.SH,603337,杰克股份,纺织机械,主板
3573,603338.SH,603338,浙江鼎力,专用机械,主板
3574,603339.SH,603339,四方科技,专用机械,主板
3575,603345.SH,603345,安井食品,食品,主板
3576,603348.SH,603348,文灿股份,汽车配件,主板
3577,603351.SH,603351,威尔药业,化学制药,主板
3578,603353.SH,603353,和顺石油,石油贸易,主板
3579,603355.SH,603355,莱克电气,家用电器,主板
3580,603356.SH,603356,华菱精工,机械基件,主板
3581,603357.SH,603357,设计总院,建筑工程,主板
3582,603358.SH,603358,华达科技,汽车配件,主板
3583,603359.SH,603359,东珠生态,环境保护,主板
3584,603360.SH,603360,百傲化学,化工原料,主板
3585,603363.SH,603363,傲农生物,饲料,主板
3586,603365.SH,603365,水星家纺,纺织,主板
3587,603366.SH,603366,日出东方,家用电器,主板
3588,603367.SH,603367,辰欣药业,化学制药,主板
3589,603368.SH,603368,柳药股份,医药商业,主板
3590,603369.SH,603369,今世缘,白酒,主板
3591,603377.SH,603377,东方时尚,汽车服务,主板
3592,603378.SH,603378,亚士创能,染料涂料,主板
3593,603379.SH,603379,三美股份,化工原料,主板
3594,603380.SH,603380,易德龙,元器件,主板
3595,603383.SH,603383,顶点软件,软件服务,主板
3596,603385.SH,603385,惠达卫浴,家居用品,主板
3597,603386.SH,603386,广东骏亚,元器件,主板
3598,603387.SH,603387,基蛋生物,医疗保健,主板
3599,603388.SH,603388,元成股份,建筑工程,主板
3600,603389.SH,603389,*ST亚振,家居用品,主板
3601,603390.SH,603390,通达电气,汽车配件,主板
3602,603392.SH,603392,万泰生物,医疗保健,主板
3603,603393.SH,603393,新天然气,供气供热,主板
3604,603396.SH,603396,金辰股份,专用机械,主板
3605,603398.SH,603398,邦宝益智,文教休闲,主板
3606,603399.SH,603399,吉翔股份,小金属,主板
3607,603408.SH,603408,建霖家居,家居用品,主板
3608,603416.SH,603416,信捷电气,电气设备,主板
3609,603421.SH,603421,鼎信通讯,通信设备,主板
3610,603429.SH,603429,集友股份,广告包装,主板
3611,603439.SH,603439,贵州三力,中成药,主板
3612,603444.SH,603444,吉比特,互联网,主板
3613,603456.SH,603456,九洲药业,化学制药,主板
3614,603458.SH,603458,勘设股份,建筑工程,主板
3615,603466.SH,603466,风语筑,文教休闲,主板
3616,603477.SH,603477,巨星农牧,纺织,主板
3617,603486.SH,603486,科沃斯,家用电器,主板
3618,603488.SH,603488,展鹏科技,电气设备,主板
3619,603489.SH,603489,八方股份,电气设备,主板
3620,603496.SH,603496,恒为科技,IT设备,主板
3621,603499.SH,603499,翔港科技,广告包装,主板
